transaction_id,account_id,device_id,amount,transaction_type,state,timestamp
dd468e83-7f1b-4fe0-86c2-06a4308c6200,8866d6d2-3239-4330-a12c-3d4a2bfc6cf1,e8a088a6-94c0-4e3f-ac3e-1084c4f54717,7402224.34,TOPUP,FAILED,2025-02-02 06:42:15
5246f86a-6a44-4153-b24e-3c1a4cbfb87b,3bd90fcd-4c62-4b83-b309-3da0a8b10728,df47ca24-bd9c-44cc-b8c0-0c992852365e,49020194.17,TRANSFER,PENDING,2025-04-27 00:35:25
49ddfb1c-8624-4b44-ae9e-9eb4e4c0815e,6c6bb1e7-01a3-4b4f-b5f3-02311ddf502a,9ca92f97-44b8-4d02-88e2-e90bb4e9a490,42713047.55,PAYMENT,FAILED,2025-03-10 07:49:49
e054d059-bb91-4a58-9ea9-5eb9643a93a9,9aab4615-e645-40df-876e-126d86cc71ae,9ca92f97-44b8-4d02-88e2-e90bb4e9a490,35799739.16,WITHDRAWAL,FAILED,2025-04-10 17:06:04
ce2dcc84-9201-48f5-b09a-092b3eec0440,a8256cfa-ecfb-4586-84d8-15155995ef8b,eec9745f-32d6-4d0f-b86a-014009f98190,49691396.82,WITHDRAWAL,COMPLETED,2025-01-13 09:21:50
a8366815-7a13-4412-92b7-96bb7c849843,2dbe2ff7-a0ea-4787-94c7-7bf002397014,72a2df96-71c2-437b-9727-04ec92c277b2,27786718.84,PAYMENT,COMPLETED,2025-01-28 19:00:27
001c4595-7820-4a35-9ab5-74e3eb8b3207,8775d29c-693b-4af0-8a7c-93548d527dfc,95b63f2d-668a-4250-9639-92333a4a24b7,5262799.5,PAYMENT,COMPLETED,2025-03-13 23:41:50
29198125-bdd1-4eac-84e4-62a6111dda89,a8256cfa-ecfb-4586-84d8-15155995ef8b,2707b2d3-3f65-4587-b5bb-1a65221b52d9,8606323.72,TRANSFER,COMPLETED,2025-01-22 22:50:33
adb4be4d-86ef-45bb-a51c-a8353562103a,ab946bae-acc0-42d0-9037-d7fc99dad47b,b84eedcb-fb26-4f14-a86e-7e0d5d64c579,32735423.49,WITHDRAWAL,PENDING,2025-06-21 18:57:40
764aeedf-727e-4be3-bd9a-c3d049b37641,7f8caea3-67f8-4910-8024-3acf7632d21b,ecce171d-db76-453a-bcb2-62efec845226,11634620.96,TRANSFER,FAILED,2025-03-31 22:36:27
c7e495d7-8146-45c0-9790-81a1e06e062b,8ee87f8e-1297-486b-acc3-f9bef588c107,7b1fc9d8-f644-41c8-af72-adfb74f2ba0d,38035774.69,TRANSFER,COMPLETED,2025-07-07 18:45:52
41cc1e5d-6741-4fb8-b5ae-830051f81a71,15cafd49-d42f-48de-81bb-1946c5b26521,933c7d57-a20a-4fe9-accf-d96580f90d2f,35428289.07,WITHDRAWAL,PENDING,2025-04-11 21:40:40
4ed2805a-168c-4ca7-80ca-8f45cd2a3268,f772ac3f-c7b1-44c3-ab34-b9cd43bb9d88,eec9745f-32d6-4d0f-b86a-014009f98190,9330730.26,PAYMENT,COMPLETED,2025-04-20 19:01:10
06b90c99-da08-45c5-8e38-ed921a1990d3,5f6e7bd3-1465-42da-afbf-b556211ca4d6,b84eedcb-fb26-4f14-a86e-7e0d5d64c579,26100795.15,PAYMENT,PENDING,2025-07-02 06:51:36
242ff28c-354c-46f9-87cc-81d10fe62c20,c8a4cc02-1b9b-41ff-999c-1e66852f0ff2,7fa7f7f6-ea9f-4e8b-ad2a-62bd0d345203,39678526.55,TRANSFER,PENDING,2025-05-13 16:18:59
d279c06d-2dc0-4221-83a7-947c6ad96ec3,5484ce4d-9f0f-4b42-8df9-30ed6d5dbd17,fac81111-c316-429c-9133-63da290624b8,18584036.51,PAYMENT,FAILED,2025-04-23 17:52:54
a42380ee-26e7-45f9-9da1-ae4c5da0a1d4,06a672bb-76e1-4a2f-a637-be0969509e65,e92c171a-8853-4fa4-b347-b5ff87755656,24541413.55,TOPUP,COMPLETED,2025-01-11 19:56:20
91e45d47-dfa2-466a-9cff-147652717d7c,43d3a29f-bb19-413d-b997-66dfa54c5029,24c9446e-2f31-452e-a6f0-7d2f5b185485,8855012.17,TOPUP,FAILED,2025-05-22 10:34:35
cc4b44f5-0363-4a72-abed-3781c5ca980c,3ed184ea-157c-4162-a5f9-aa38002c4a8f,ef7745d8-3f74-4ba2-b3ba-1d2d9e0e0954,40073423.03,WITHDRAWAL,FAILED,2025-01-02 05:15:30
c048c451-91a2-478c-a168-53d50e5f80a7,fc968b9c-5502-4ea7-8c01-b23d62fc8667,7b1fc9d8-f644-41c8-af72-adfb74f2ba0d,25388689.28,WITHDRAWAL,PENDING,2025-06-22 15:43:46
33fe4d3d-297d-4298-aecb-d6be780d05df,66d4943c-a530-4a55-bc7e-e1393d7d303f,3e673d12-af9a-4bbb-9f30-0cd0b6c2b572,34760412.2,TOPUP,COMPLETED,2025-06-04 20:57:55
0663b53d-d64f-408f-93da-efcccab4ba9a,6c6bb1e7-01a3-4b4f-b5f3-02311ddf502a,ecce171d-db76-453a-bcb2-62efec845226,35467620.87,WITHDRAWAL,COMPLETED,2025-06-18 07:36:48
0aaa5c99-e92e-46e4-abf0-498f625d566b,63921766-45b3-44b9-a367-9405eb4a5a65,4d57cefa-e1a3-477b-a4b4-06446cbc6dd5,32112693.18,TRANSFER,COMPLETED,2025-05-19 09:00:57
b770d845-7ec3-4dd8-9691-39347b8fdde8,73335ff0-9edc-47d5-a138-44c9be2abeb6,9edd3ecd-ddc4-413b-9453-8072cf39a91a,6537875.83,WITHDRAWAL,FAILED,2025-04-03 18:30:19
e54088c9-ec16-4b36-8d09-f42a72274b8f,db780bc0-db25-436c-86ad-15e024758d7b,77bb4a14-5219-4569-ba52-4780134d8531,39661201.32,TRANSFER,PENDING,2025-02-28 17:47:45
94048725-3df5-4146-9d8c-5120a4a22e77,a5a8a83e-8950-40b1-a7cc-c9156653d618,4d53713b-af25-495a-9016-9aa8d0c72392,3533486.92,WITHDRAWAL,PENDING,2025-05-03 23:07:06
3735d360-039c-4227-970b-8d8ed82b5468,c8a4cc02-1b9b-41ff-999c-1e66852f0ff2,7de5ff1f-ec5a-426f-83c6-2363b9eed543,43512545.23,TRANSFER,COMPLETED,2025-04-16 13:08:11
ee430a5d-0fde-421b-8905-9a73e1730bc5,f129cb99-7bc6-46a4-83ce-7525ef53765b,708bc073-66a5-43b5-ad46-a95090134bf1,35690055.8,TOPUP,PENDING,2025-05-16 15:34:20
e7255149-de14-4369-b28f-3430af3c7b1f,a2718cc3-2a6f-48d1-9eef-c388ead23258,c2fd92d6-1c16-4da8-963d-2ba1045d5a14,23898361.95,PAYMENT,FAILED,2025-04-13 01:10:29
27a58e69-75aa-4146-a4f6-273ce53f0f54,a6e71744-46ba-4689-b152-dbdc60d8814f,1be8efc3-88f7-4b7a-b5bb-12ee3c15f4cd,15355323.54,PAYMENT,COMPLETED,2025-03-19 03:01:28
3940f346-b9d3-4aa8-803b-a39aca38987d,f9441195-d5b2-4dc1-8c50-76fe1de4a25e,c5bab568-c2c7-4f9f-9ef9-a440b51d7287,31781392.84,WITHDRAWAL,FAILED,2025-05-04 03:56:05
5622e5b4-15c3-4697-8510-259b9d5d0775,2830824c-c124-4186-aaff-887a895c5ba0,04d32254-a220-4a0a-afc2-dd4c7b35ceeb,41518463.56,TOPUP,COMPLETED,2025-04-18 14:01:25
e0e80283-a606-4e80-8611-b7203106ba82,ada61f8c-512d-4a9c-87d4-c6414d96d632,c9111103-81f1-4740-a95b-1dd519ae5ff8,6396596.87,TRANSFER,COMPLETED,2025-05-13 11:19:03
8b426ecd-953d-4ace-847b-d980e2c5c6e0,f8bd5a13-1d9c-49bf-809d-9827b9062c83,bd7cbff0-3918-403c-87d5-82c2a5b4193f,12740540.11,PAYMENT,COMPLETED,2025-04-22 02:45:54
e452529c-8d01-4168-9702-4c0197968c5c,73335ff0-9edc-47d5-a138-44c9be2abeb6,d3cd30a6-a5ef-4ad7-afa6-3c37eb60205f,2092006.57,WITHDRAWAL,PENDING,2025-05-05 22:07:39
756a32ff-b1d6-4fa1-a4f2-11613e587d62,17c0862c-4f42-474d-8ede-ffedbb31d056,eec9745f-32d6-4d0f-b86a-014009f98190,22820518.83,TOPUP,FAILED,2025-05-29 09:00:08
1f02210e-b817-4601-adaa-b08dbc3e3c7d,f797ec77-4447-49ea-b9ef-65aeb955b8a0,58706429-d972-4d28-b4e9-aa16b0c8eda4,4682172.28,PAYMENT,COMPLETED,2025-05-04 04:25:26
d26f4bcb-365f-4bcd-89ea-6a45d719fc42,1ae1b9c9-18a1-48fd-8804-e6aa86327206,eec9745f-32d6-4d0f-b86a-014009f98190,41749141.48,WITHDRAWAL,COMPLETED,2025-07-13 19:29:45
aa5148bc-5626-492c-8808-6562be3edc35,471e9c95-3263-4ade-ab36-8507c0a380ce,eec9745f-32d6-4d0f-b86a-014009f98190,35410174.82,WITHDRAWAL,FAILED,2025-06-03 06:54:45
272bdeba-d52d-4f74-a039-edb1a3c9f069,35d13b8c-6214-42a8-a978-2938aba147a3,708bc073-66a5-43b5-ad46-a95090134bf1,7257413.36,WITHDRAWAL,FAILED,2025-05-10 16:19:46
37d9fea1-ab4c-4bcb-80d4-ff0c12e9daeb,305c3726-f709-4593-8aea-600e9b5d6af3,2707b2d3-3f65-4587-b5bb-1a65221b52d9,32000883.04,PAYMENT,COMPLETED,2025-01-22 21:52:12
67ced82e-3d46-47ab-a33c-b35d2d255667,471e9c95-3263-4ade-ab36-8507c0a380ce,c9111103-81f1-4740-a95b-1dd519ae5ff8,48198924.07,PAYMENT,COMPLETED,2025-04-14 05:47:42
b31020d5-9f6b-422d-8011-5f4596e6dd15,da061209-e847-4c86-80e5-55dab56aba0a,4d53713b-af25-495a-9016-9aa8d0c72392,16893085.15,TRANSFER,FAILED,2025-05-23 02:39:33
2e9a6c68-13b0-4020-96dd-24422ae93587,8a84cc69-dca9-48a3-abee-ece9ae64c7e2,6b168c7b-e32d-4829-87e9-cdf1a964c9fd,39542776.02,PAYMENT,FAILED,2025-02-25 04:03:16
bb02a6ef-4483-4545-9033-efabf2359f21,d5e377ca-f689-4eee-8d57-c66ec823f5ba,4d53713b-af25-495a-9016-9aa8d0c72392,1077093.2,WITHDRAWAL,COMPLETED,2025-03-09 09:39:44
0f002ebd-8905-4481-b4d8-c0bcb7a0b400,96ab03a8-9747-47e3-b1fa-1bdf31ed7645,6b168c7b-e32d-4829-87e9-cdf1a964c9fd,7484786.48,TOPUP,PENDING,2025-03-11 00:14:38
59efe906-623b-41ec-8c91-be098f129852,f797ec77-4447-49ea-b9ef-65aeb955b8a0,657c8a69-b071-4474-87b6-4f0d8ffdc519,48435735.25,TOPUP,FAILED,2025-05-08 14:57:18
9416a1f7-8581-4cbd-ae66-5088eb8d8eb1,0a5bd689-29f6-42d3-a63b-93dc246f2300,ead716a0-2721-4674-8909-aa88361e1ec5,23505512.56,TOPUP,COMPLETED,2025-06-30 14:26:05
7be26053-917c-4faa-8077-5163f12df717,f772ac3f-c7b1-44c3-ab34-b9cd43bb9d88,056a05ed-0385-4207-812f-a05efebeaace,26565344.79,PAYMENT,FAILED,2025-01-05 12:31:09
97357554-1a77-4e7b-93a1-fb905a64b46a,73aeedab-8f32-4471-b7d0-40b61835cd7c,3e673d12-af9a-4bbb-9f30-0cd0b6c2b572,10197054.94,PAYMENT,PENDING,2025-06-13 04:12:33
5f160453-fdf4-4cb2-a3b4-d5e23d3bd5c8,0f7b4615-aa67-4864-86fb-828fba4ea461,7b1fc9d8-f644-41c8-af72-adfb74f2ba0d,31591070.67,WITHDRAWAL,FAILED,2025-05-15 02:07:26
a7aec875-9544-4c0a-8e30-4a2b3fdc0a2e,673b131f-cfce-4155-ae98-3902e16e76db,23b0131e-2a49-471c-b914-06acddc89fd0,34039369.18,TRANSFER,FAILED,2025-06-03 14:42:42
de57e15f-69b7-470a-8bf8-bf48830151c9,4aa2fc92-903c-4763-9c6f-aa579ce9fe59,95b63f2d-668a-4250-9639-92333a4a24b7,25778748.84,TOPUP,COMPLETED,2025-02-07 20:09:41
5955b6bd-9cc3-4bd2-8466-d89177a95238,8a84cc69-dca9-48a3-abee-ece9ae64c7e2,e7d74cc5-58e8-418e-956f-24c53d11c253,17389598.49,WITHDRAWAL,COMPLETED,2025-01-23 21:11:44
8f6fdb59-86c4-4290-83a6-d5de0342aa24,60238c71-b60a-4304-9ecf-0c667cc6bc6f,3ae6ebc3-2443-45b1-ad1c-5af861395347,40736599.18,TRANSFER,COMPLETED,2025-03-17 22:06:09
4957ec59-2457-46ee-87e2-939bd25c1512,df7bda4b-28b8-4beb-9d9a-24d2a3d6dbfb,3e673d12-af9a-4bbb-9f30-0cd0b6c2b572,15439262.52,PAYMENT,COMPLETED,2025-06-26 06:10:54
a9b22ea4-2b0a-4fd8-bb39-bdb93f92a26a,077e0ebe-609f-45ea-8ae7-8fa8d0087700,e92c171a-8853-4fa4-b347-b5ff87755656,23807921.89,PAYMENT,FAILED,2025-02-01 00:24:08
cd639cbd-fdd7-4e02-8e33-36184c3872da,8ee87f8e-1297-486b-acc3-f9bef588c107,3464fb60-72bb-4e1e-9ee7-3d4bd7e76b01,10399821.69,TOPUP,COMPLETED,2025-02-24 11:56:07
35d679fb-6558-4dc0-8537-28fb06f90cca,8866d6d2-3239-4330-a12c-3d4a2bfc6cf1,4e2fd794-aeb0-41f8-adef-11e134a5213b,44555247.88,TOPUP,FAILED,2025-03-15 14:10:44
6d63f634-5686-4693-9d88-402422aefa53,95cb1bb7-a350-483d-a52e-fd31974bf43e,7b1fc9d8-f644-41c8-af72-adfb74f2ba0d,18127142.79,TOPUP,FAILED,2025-01-04 06:21:52
ee4afc47-02fe-4ad4-b69c-2298f9d9d963,cde6b9d9-2de5-45f9-ab71-82c99052aa4d,17f96296-0993-4aca-a378-f7cb57934980,27423485.14,PAYMENT,FAILED,2025-07-03 04:50:07
f2c93c00-d869-4040-9105-56984385b729,398e7f69-81f2-4631-8748-f94ebee5365e,9ca92f97-44b8-4d02-88e2-e90bb4e9a490,12787310.9,TRANSFER,PENDING,2025-02-17 22:40:08
22735b94-4dd3-49f3-9c25-ecaa9d39629a,7ffb5ff2-0f9b-4a18-a16e-5318dda9aa10,380d32ec-6a70-405f-ae88-f5f7f29919b3,1540374.15,TRANSFER,FAILED,2025-05-21 15:47:59
2a893c02-ae39-4051-a441-0420b5b7ebbe,af8bce55-9057-4e8f-8171-56e5749984ea,e92c171a-8853-4fa4-b347-b5ff87755656,38450186.14,WITHDRAWAL,FAILED,2025-04-05 01:11:12
9f7c6fb4-ca58-470a-935c-d067a868eed9,cadba86d-507d-4b2b-85eb-d6229364e484,e92c171a-8853-4fa4-b347-b5ff87755656,14644595.89,TOPUP,FAILED,2025-03-17 03:09:33
c4fc15c4-a881-4af6-af75-15153c53a1c9,6c6bb1e7-01a3-4b4f-b5f3-02311ddf502a,30d9ca30-c92a-4637-b257-153f5710ee22,3760331.03,TRANSFER,COMPLETED,2025-04-02 21:58:06
870b525a-7e08-4b0a-a68f-d9962e35fa13,fc602711-aa85-46a7-add2-20205b7cf935,9d2144ed-19f3-42bb-b06f-848ee9c97530,10263359.46,TRANSFER,COMPLETED,2025-02-09 15:41:40
66cdea5c-8dd7-44e6-9828-263328a6f384,2830824c-c124-4186-aaff-887a895c5ba0,781fc359-0ab6-46ab-8e87-2c9391a28298,14842689.28,TOPUP,PENDING,2025-07-15 01:08:59
53bbee8a-ffa5-4f1e-a1d3-6c619c8a5420,d8ebe589-6601-4fbf-bc6a-f944cf7c98af,9403def7-4fce-4825-9b2b-e6331cc13be9,38233393.7,TOPUP,COMPLETED,2025-04-15 05:22:41
ebd212fe-f8e0-4ece-a393-ab034cf00492,505ebab1-4b91-4bab-8d0f-32e7068e2096,95b63f2d-668a-4250-9639-92333a4a24b7,29369085.01,TRANSFER,PENDING,2025-03-30 22:07:02
750c9149-8dca-4854-82aa-0f31e3cd3726,4b2d45a4-7118-4185-a645-ac0d9fdfde0a,9403def7-4fce-4825-9b2b-e6331cc13be9,24704908.12,TOPUP,PENDING,2025-04-06 04:55:49
8596869e-fa69-4eb9-8acf-8073f6062d64,bcb8f67b-aac7-4051-9bd3-8e31483e6d8e,db574061-2d4a-4cff-a246-bec68ae7e612,37308387.4,PAYMENT,COMPLETED,2025-02-14 04:55:34
f5daadd8-a6cf-4ee0-92f6-b5eeffd9ac37,497c7704-50e9-4a59-93c3-7d9122ec1c59,7fa7f7f6-ea9f-4e8b-ad2a-62bd0d345203,34658980.41,TOPUP,PENDING,2025-05-12 03:10:23
69639fe1-adc2-4421-b9b0-36afc42fe6ed,daad462d-175f-42dd-842e-3f0e2e89e76b,4ec352a5-8ce0-40ba-a792-60ada9faaf61,1446784.65,WITHDRAWAL,FAILED,2025-04-23 04:46:28
ee18bb50-4411-4d0e-8d57-75afce8b8348,497c7704-50e9-4a59-93c3-7d9122ec1c59,db574061-2d4a-4cff-a246-bec68ae7e612,35383229.33,WITHDRAWAL,COMPLETED,2025-07-07 23:39:04
77acdeba-c436-46ad-bfce-85992f9a44d6,3fef9eda-0669-4418-81c2-dca27898472e,bd7cbff0-3918-403c-87d5-82c2a5b4193f,20881955.72,TRANSFER,PENDING,2025-07-12 07:51:48
8c689e64-4fd3-438d-bb34-fc3930b7147e,715e0568-9616-4ad2-99f8-eed62ae2dd59,e8a088a6-94c0-4e3f-ac3e-1084c4f54717,44356487.85,TRANSFER,PENDING,2025-07-16 07:38:35
6365b395-9bbe-4d13-8e3e-d62203173264,320ddd24-d73e-4cc4-82a1-a84d21a34d36,380d32ec-6a70-405f-ae88-f5f7f29919b3,41817586.43,WITHDRAWAL,COMPLETED,2025-05-28 18:03:20
4f88275b-3daa-4f99-9fbf-7d94727e3b65,3965b599-207b-455f-870f-4123ab533050,3464fb60-72bb-4e1e-9ee7-3d4bd7e76b01,13040250.93,PAYMENT,PENDING,2025-01-07 12:48:56
f20db9ab-1834-4cd7-84fd-5158c7ded49f,83e39a41-bcf1-482a-ab28-69be6faf46e2,9d2144ed-19f3-42bb-b06f-848ee9c97530,29772802.62,WITHDRAWAL,FAILED,2025-06-07 05:59:09
ba0af250-a62e-4b4f-aaf2-400a503ba5a4,0c1359a7-592b-4d10-bb09-1d6a223c5a12,77bb4a14-5219-4569-ba52-4780134d8531,30120595.27,PAYMENT,COMPLETED,2025-01-24 06:13:01
ef35cf12-8f2c-4745-afea-b9d14a838222,4b2d45a4-7118-4185-a645-ac0d9fdfde0a,bf41da55-3832-4630-bdbf-0e707b2b79b4,28530780.36,TRANSFER,PENDING,2025-01-12 13:19:34
f7309e1b-06c4-4341-83be-007309a0e28c,cadba86d-507d-4b2b-85eb-d6229364e484,9ca92f97-44b8-4d02-88e2-e90bb4e9a490,31674760.85,TRANSFER,PENDING,2025-03-08 11:17:54
67a791ac-d501-40bd-89df-39acec19a8b3,179e1f39-b2ce-49bc-a907-a5eb8db5b34c,9ca92f97-44b8-4d02-88e2-e90bb4e9a490,40052455.05,TOPUP,COMPLETED,2025-01-02 02:56:29
9ab83944-d249-4557-b140-3c790dcc8a76,a6e71744-46ba-4689-b152-dbdc60d8814f,154cc8de-13f8-4268-af84-aa998b8433f8,5089892.5,WITHDRAWAL,PENDING,2025-03-02 16:39:23
df170a47-2b10-4674-99ca-705655fb873d,db2eaa86-5c3e-45b2-b6db-a072e7745926,cf24e93b-ec25-4a3c-a727-1a52abb7d916,41089044.16,TOPUP,COMPLETED,2025-06-01 15:02:13
f304faa4-0daf-4e9a-be60-d32df83dfaed,d8ebe589-6601-4fbf-bc6a-f944cf7c98af,7fa7f7f6-ea9f-4e8b-ad2a-62bd0d345203,5553304.44,TRANSFER,PENDING,2025-06-01 07:40:06
665e858d-1eb5-4292-9aef-cdfd5850a667,973e9e8c-8594-4180-88d3-e359007a4813,c5bab568-c2c7-4f9f-9ef9-a440b51d7287,5043967.24,TOPUP,FAILED,2025-06-08 07:35:58
f8101d45-8bb8-4628-9e44-d44237de0978,172a2db9-ce37-49be-b430-70e726c9f322,3ec93407-9f83-41ea-ae14-36fdf6bedb75,43691032.63,WITHDRAWAL,PENDING,2025-03-25 11:31:28
662dfd9b-63db-412d-95ee-ae2cc5ff362c,eff4be8b-ee40-47c2-b23c-19de549a15b8,933c7d57-a20a-4fe9-accf-d96580f90d2f,15283722.17,PAYMENT,PENDING,2025-06-05 08:43:12
81f0234a-b64a-4c8e-ac96-2f6a74ffdf4d,b81df893-ad1b-48dc-a4db-09732bd91cd6,30d9ca30-c92a-4637-b257-153f5710ee22,47121219.56,TRANSFER,COMPLETED,2025-02-05 19:41:05
e7d1ea7d-b518-4f78-a214-8f78854625fa,a8256cfa-ecfb-4586-84d8-15155995ef8b,89472592-e611-4a6b-a3e8-78f081a74bc2,4451750.79,WITHDRAWAL,COMPLETED,2025-05-16 13:14:15
77d9c756-ca84-42ad-aea7-d3024e9d5889,973e9e8c-8594-4180-88d3-e359007a4813,f6e3046c-1d2d-481e-9fcc-6a99c507544b,6516851.45,TRANSFER,FAILED,2025-03-16 11:45:43
e4415928-208e-4eb4-8cd8-5c91006c037b,df7bda4b-28b8-4beb-9d9a-24d2a3d6dbfb,7fa7f7f6-ea9f-4e8b-ad2a-62bd0d345203,28340708.3,TRANSFER,FAILED,2025-07-06 05:28:31
576b3833-95ab-44d6-b68c-38fe0b99482e,a8256cfa-ecfb-4586-84d8-15155995ef8b,df47ca24-bd9c-44cc-b8c0-0c992852365e,7008441.48,WITHDRAWAL,COMPLETED,2025-04-02 13:42:04
f117c2c6-af04-4256-bf16-a52b0be098bd,3c792276-29dd-4ffa-b9f7-f1d29d6fa40d,657c8a69-b071-4474-87b6-4f0d8ffdc519,25564430.62,TRANSFER,COMPLETED,2025-01-27 17:34:52
